Tweet,sentiment_score
"@aajtak @CNBC_Awaaz @ZeeBusiness @UPGovt @dgpup #AxisBank  ???? ?????? ???? ?????? ?? ?????? ???? ?????? ??? ???, ?? https://t.co/lhOm3TgFpS",0.0
"RT @bschool_bulls: Banking sector updates.

#stockmarket #investing #stocks #trading #money #investment #finance #ICICI #knowledge #busines?",0.0
"RT @bschool_bulls: Banking sector updates.

#stockmarket #investing #stocks #trading #money #investment #finance #ICICI #knowledge #busines?",0.0
"RT @bschool_bulls: Banking sector updates.

#stockmarket #investing #stocks #trading #money #investment #finance #ICICI #knowledge #busines?",0.0
#AxisBank gives green signal to #YesBank to sell #reliancecapital assets as per RBI guidelines.,-0.2
@AxisBankSupport @Dubeysonuji It is never ending sir they here to make customers fool with false charges and unwant? https://t.co/ZcCzUaLGXm,-0.4000000000000001
@AxisBankSupport @Dubeysonuji It is never ending sir they here to make customers fool with false charges and unwant? https://t.co/ZcCzUaLGXm,-0.4000000000000001
"Hi Ma'am, Your views on #AxisBank @aswathiguna and possible PT in the next week.",0.0
@lakshminarash Once market bounce back we can expect minimum 50 rs rally upside  with #axisbank,0.0
#axisbank https://t.co/8Gc1YAvGU8,0.0
#Nifty #Banknifty #Adaniport #Axisbank #Bajajauto #BPCL #Britannia #Bhartiartl #Hcltech #HDFC #Heromotoco #Hindalco? https://t.co/WbFEdG1Wmq,0.0
Happy father's day #HappyFathersDay2021 #FathersDay #grabdeals #AxisBank https://t.co/ZwKhZpcUny,0.8
"Banking sector updates.

#stockmarket #investing #stocks #trading #money #investment #finance #ICICI #knowledge? https://t.co/Gl1vUJCdrO",0.0
"RT @bschool_bulls: Banking sector updates.

#stockmarket #investing #stocks #trading #money #investment #finance #ICICI #knowledge #busines?",0.0
"?????? ??????????? Axis Bank ???? '??' ?????? ?????, ??????? ?????? ??????!
https://t.co/A4rnEnrulK
#AxisBank |? https://t.co/RHdHdLM5US",0.0
"#AxisBank
#Nifty

745-751 good supply zone for 714-687-644 level 

View invalid above 760 https://t.co/ZAHKHnlR3B",0.35
"???? ??? ??????? ?? ??? ??? ?????? ??, ?? ???? ?? ???? ???? ??? ?? ?????, ????? ?? ????-???? ??? ?????
#PetrolPrice? https://t.co/Wx5BqqnnJM",0.0
"BUY AXIS CASH IF

AXIS BANK (FUT)

ONLY ABOVE........ 734-735

SL... 720

TGT... 760/780/800

#axisbank",0.0
"@therosheshh With huge no of sellers at 750, #Axisbank is highly unlikely to close above this level. 
If it does wi? https://t.co/jkaWngOxhO",-0.033333333333333305
#AXISBANK Buy at 760. Keep SL at 720 for tgt 1:2. https://t.co/EEzKl9LOLI,0.0
"TOO MANY HEAVYWEIGHTS WEAK FOR THE DAY, SELL ON RISE:

#SBIN, #ICICIBANK, #MnMFIN, #AXISBANK, #ITC, #TATAMOTORS #frontpage_app",0.0625
"very irritating price trap since morning.. 

#axisbank
#nifty
#Trading 
#zerodha https://t.co/SCrUpK83dh",-0.52
"After a long overdue, #icicibank #axisbank making #intraday highs together. #banks #pvtbanks",-0.05
#ICICIbank calling people on credit card protection with the number +911246525614 on behalf of #axisbank stop haras? https://t.co/oHl5yyyy2q,0.0
#Axisbank provides very poor complaint resolution. Talking to customer care is nightmare. What a pathetic service.,-0.6066666666666667
RT @kumar_amit2812: #Axisbank provides very poor complaint resolution. Talking to customer care is nightmare. What a pathetic service.,-0.6066666666666667
#Axisbank provides very poor resolution. They locked my account even after paying all the credit card dues.,-0.52
#Axisbank provides very poor resolution. My account blocked even after paying all the dues of  credit card. #Rbi mu? https://t.co/eEtHDvo0Js,-0.52
"You will soon be able to pay with your smartwatch. Here are some banks coming up with smart wearables
@ankur_sg? https://t.co/Q0QKU5z8ab",0.35714285714285715
Axis Bank is another leading commercial bank in India offering best deals on business loans. Here is all you need t? https://t.co/o6AV1aitJH,0.5
??? Axis Bank ?? ?????? ???. ???? ??? ??????? ???? ???? ???? ??????? ???? ???? ?? ?? ??? ??? ?? ???? ???. ???????? https://t.co/KJpSPl1zFc,0.0
"@AxisBankSupport @AxisBank  ?? ??? ?? ???? ?? ???...???? ????? ???? ???? ?? ??
#AxisBank #AxisBankGhatiyaHai https://t.co/MYOSW7VHL2",0.0
"@AxisBankSupport @AxisBank  ?? ??? ?? ???? ?? ???...???? ????? ???? ???? ?? ??
#AxisBank #AxisBankGhatiyaHai https://t.co/MYOSW7VHL2",0.0
"RT @RUSSH_IN: The legend has spoken! https://t.co/YlSsYC9OTV

#chellam #familyman2 #creditcard #giveback #offers #cashback #AxisBank #Chell?",0.1
"How To Get Rs 1000/- using RUSSH App 
https://t.co/NfckWGhrfA

#giveback #AxisBank #Offer",0.0
"#Jackpot/Premium Tips (21st June #Result 2021)
1. TATASTEEL FO JULY (Profit Rs 21547.50/Lot)? https://t.co/WoBkpxuuPS",0.0
Suggestion: Axis Bank? - #AXISBANK chart https://t.co/7oBEydN0AW,0.0
@AxisBank @AxisBankSupport I have done international payments using my debit card before but my transaction is gett? https://t.co/JECFrFKgFi,0.0
@AxisBank @AxisBankSupport I have done international payments using my debit card before but my transaction is gett? https://t.co/JECFrFKgFi,0.0
Also I need to follow up even after several emails ? branch manager has no answer #AxisBank @AxisBankSupport? https://t.co/eqdT3hyJXo,0.0
#AxisBank I tried so many times to increase my APY amount from Rs1000 to Rs5000 plan . I visited the #AxisBank seve? https://t.co/kU23cQngSk,0.5
If you are an Insurance person your minimum salary must be 50K to avail Personal Loan but all other Non Insurance P? https://t.co/wBP5LdhzW8,-0.0625
"?? 15 ??????? ????????? ???????? ?????????? 
#india #bank #technology #axisbank #icicibank #kotak #mahindrabank? https://t.co/YcvDHfKJ3H",0.0
"RT @GomantakDainik: ?? 15 ??????? ????????? ???????? ?????????? 
#india #bank #technology #axisbank #icicibank #kotak #mahindrabank #hdfcba?",0.0
RT @livestockrates: PUBG owner set to become a billionaire after Krafton?s mega IPO #TBG #LiveStockRates #finance #Markets #trading #NSEL #?,0.0
"RT @GEPLCapital: Want to Invest in #MidCap mutual funds? Take a look at 3 best performing Mid- Cap #mutualfunds. 

#NipponIndia #KotalMutua?",0.5
#AxisBank #MutualFund is awesome! @AxisMutualFund you have not disappointed me in last 1 year! Happy invester :),0.5349999999999999
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
RT @kimansingh17: @adiljal @MercedesBenz @MercedesBenzInd Great vehicle..but don't use #Axisbank  fastag services and #bluedart courier ser?,0.8
@adiljal @MercedesBenz @MercedesBenzInd Great vehicle..but don't use #Axisbank  fastag services and #bluedart couri? https://t.co/kpZrpRSf54,0.8
RT @kimansingh17: @adiljal @MercedesBenz @MercedesBenzInd Great vehicle..but don't use #Axisbank  fastag services and #bluedart courier ser?,0.8
@adiljal @MercedesBenz @MercedesBenzInd Great vehicle..but don't use #Axisbank  fastag services and #bluedart couri? https://t.co/kpZrpRSf54,0.8
RT @kimansingh17: @adiljal @MercedesBenz @MercedesBenzInd Great vehicle..but don't use #Axisbank  fastag services and #bluedart courier ser?,0.8
@adiljal @MercedesBenz @MercedesBenzInd Great vehicle..but don't use #Axisbank  fastag services and #bluedart couri? https://t.co/kpZrpRSf54,0.8
@JayeshD90655240 @HDFCBank_Cares Avoid #Axisbank too,0.0
@JayeshD90655240 @HDFCBank_Cares Avoid #Axisbank too,0.0
@ShrutikaRaut6 This is the worst bank I have came across..all services of #Axisbank  are worst..including fastag..t? https://t.co/ufmrpSoX44,-1.0
RT @kimansingh17: @ShrutikaRaut6 This is the worst bank I have came across..all services of #Axisbank  are worst..including fastag..they ar?,-1.0
@AxisBankSupport @nee_sri Don't expect much support from this bank..they will only DM false promises..also close yo? https://t.co/o1fLzw0ass,-0.0666666666666667
@AxisBankSupport #Axisbank..17 days has been lapsed since the replacement request for fastag was raised. All you ha? https://t.co/ULglhh0ycM,0.0
@AxisBankSupport #Axisbank .. if you have resolved the issue then post in the account where everyone can see.. just? https://t.co/Eay2THkTRp,0.0
#Axisbank yet to receive reply from you. Why are your team is behaving like a fraudsters.. what is the status of my query. #fraudbank,0.0
@AxisBankSupport #Axisbank yet to receive reply from you. Why are your team is behaving like a fraudsters.. what is? https://t.co/w5xqNVfN34,0.0
@AxisBankSupport #AxisBank yet to receive reply from your team. Do you have any reason for not sending the fastag.? https://t.co/Q06qj8O9E7,0.0
RT @kimansingh17: @AxisBankSupport #Axisbank yet to receive reply from you. Why are your team is behaving like a fraudsters.. what is the s?,0.0
RT @kimansingh17: #Axisbank yet to receive reply from you. Why are your team is behaving like a fraudsters.. what is the status of my query?,0.0
@AxisBankSupport @nee_sri Don't expect much support from this bank..they will only DM false promises..also close yo? https://t.co/o1fLzw0ass,-0.0666666666666667
"RT @LeoTheSher: #AxisBank is the worst #Banking, debited Rs.8400 from my account...still waiting for reversal bit from 5 June here is the C?",-1.0
#Axisbank.. seems it is getting ready for upward journey https://t.co/N81Xxdxpg5,0.2
RT @mech118ar: #Axisbank.. seems it is getting ready for upward journey https://t.co/N81Xxdxpg5,0.2
"RT @GEPLCapital: Want to Invest in #MidCap mutual funds? Take a look at 3 best performing Mid- Cap #mutualfunds. 

#NipponIndia #KotalMutua?",0.5
"intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty? https://t.co/cmUWhvvrdV",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty? https://t.co/cmUWhvvrdV",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
"Focus Pvt Banks

#HDFCBank 
#ICICIBank 
#AxisBank",0.0
"intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty? https://t.co/cmUWhvvrdV",0.0
"RT @dilko0483: intresting charts of banknifty and bank nifty wtg 

@shivaji_1983 @ameethvorra @blisstrades 

#HDFCBANK #banknifty #ICICIBan?",0.0
